movie_id,cluster,rating,raters
tt0195308,15,4.4,376
tt0195685,5,7.4,201743
tt0195714,11,6.7,260261
tt0195778,14,5.1,8706
tt0195857,6,5.1,151
tt0195944,3,4.2,146
tt0195945,0,6.1,41718
tt0196158,15,3.5,7534
tt0196216,0,6.6,39231
tt0196219,3,2.2,1247
tt0196223,1,5.3,1230
tt0196229,0,6.5,276424
tt0196708,1,6.2,2626
tt0197096,7,6.8,2813
tt0197384,1,5.8,3444
tt0197646,13,4.8,284
tt0197750,11,3.9,2350
tt0197753,3,5.6,550
tt0197862,13,7.9,79
tt0197996,0,5.0,444
tt0198021,7,6.7,34849
tt0198284,7,4.5,848
tt0198386,0,5.6,6500
tt0198781,0,8.1,915581
tt0199129,6,6.3,272
tt0199314,8,5.9,6633
tt0199626,15,5.4,24904
tt0199725,14,7.2,22415
tt0199729,10,7.2,55
tt0199753,15,5.7,58493
tt0199974,1,4.8,1113
tt0200027,13,6.5,29490
tt0200171,6,6.1,204
tt0200427,6,6.9,1745
tt0200465,1,7.2,183597
tt0200472,13,5.6,2348
tt0200525,15,6.3,26
tt0200550,13,5.7,116722
tt0200669,14,5.9,4504
tt0200720,14,7.0,7680
tt0200954,0,3.7,943
tt0201020,6,6.4,203
tt0201394,8,5.1,1538
tt0201485,4,5.3,9137
tt0201670,8,6.0,414
tt0201694,2,2.5,1097
tt0201726,13,4.6,342
tt0201737,13,5.0,191
tt0201899,6,6.8,1596
tt0201901,0,5.5,321
tt0202314,15,3.1,1305
tt0202402,7,5.5,11154
tt0202470,6,6.3,43915
tt0202623,8,5.4,4853
tt0202641,7,7.2,1694
tt0202677,3,6.6,34010
tt0202856,13,6.4,190
tt0202864,6,6.7,67
tt0203009,14,7.6,288154
tt0203019,5,7.2,118927
tt0203053,15,5.5,876
tt0203078,14,5.5,42
tt0203119,1,7.3,62620
tt0203144,6,6.6,17
tt0203230,6,7.5,30391
tt0203536,15,4.6,614
tt0203540,13,6.8,6195
tt0203755,0,6.2,30782
tt0203835,3,3.1,877
tt0203912,6,5.3,95
tt0203975,14,4.7,3358
tt0204137,3,6.6,14011
tt0204313,9,5.1,37504
tt0204322,4,5.1,985
tt0204350,0,4.9,1354
tt0204352,13,6.7,94
tt0204626,4,5.3,27624
tt0204946,8,6.1,98527
tt0205177,0,5.6,13896
tt0205271,7,4.7,19842
tt0205380,14,4.1,180
tt0205418,15,2.9,2840
tt0205461,13,4.1,4460
tt0205498,8,6.0,221
tt0205873,13,7.2,16584
tt0205936,15,5.2,243
tt0206075,0,3.4,590
tt0206113,6,6.3,1474
tt0206211,6,7.6,10
tt0206275,14,6.2,63402
tt0206314,15,6.6,71237
tt0206367,6,5.0,1201
tt0206382,0,7.1,47
tt0206420,8,5.3,10682
tt0206545,6,7.3,61
tt0206634,3,7.9,504853
tt0206917,14,6.1,15873
tt0206926,8,5.6,5971
tt0206963,7,7.2,5721
tt0207036,1,5.1,668
tt0207161,8,5.7,1441
tt0207201,8,6.4,210958
tt0207337,0,4.6,29
tt0207377,15,4.6,893
tt0207524,13,6.8,3586
tt0207988,6,6.0,413
tt0208003,2,5.2,87061
tt0208017,14,8.0,44
tt0208037,1,4.7,423
tt0208050,8,5.6,396
tt0208092,0,8.2,862151
tt0208196,8,7.2,9971
tt0208298,5,7.1,1628
tt0208491,3,4.6,763
tt0208866,0,6.9,43
tt0208874,1,6.9,24416
tt0208899,6,5.5,179
tt0208988,3,5.1,35172
tt0209020,6,4.4,76
tt0209080,6,7.6,12
tt0209144,15,8.4,1245370
tt0209163,2,6.4,329785
tt0209322,7,6.3,3482
tt0209475,8,5.3,82456
tt0209486,15,4.9,464
tt0209958,12,6.4,104300
tt0210065,1,6.7,14146
tt0210070,6,6.8,48629
tt0210075,6,6.7,11135
tt0210094,0,5.4,2789
tt0210149,6,6.1,714
tt0210299,6,7.2,3568
tt0210358,14,6.5,7147
tt0210382,4,5.8,9723
tt0210567,13,5.6,4140
tt0210584,7,6.2,2427
tt0210756,8,6.0,430
tt0210816,6,5.0,190
tt0210939,13,4.5,156
tt0210945,5,7.8,218701
tt0210953,3,5.4,338
tt0211181,0,4.8,38152
tt0211443,12,4.4,57866
tt0211465,1,6.1,24146
tt0211492,14,6.8,4537
tt0211661,8,5.9,1822
tt0211933,4,6.5,76696
tt0211938,2,5.7,12763
tt0211941,6,5.5,1569
tt0212048,4,4.4,318
tt0212294,4,6.0,139
tt0212298,13,7.0,106
tt0212338,8,7.0,339552
tt0212346,2,6.3,214605
tt0212380,7,6.2,8717
tt0212604,6,7.3,1945
tt0212720,6,7.2,311065
tt0212826,6,7.0,5784
tt0212830,9,5.3,6153
tt0212910,13,5.7,1293
tt0212974,6,6.6,4415
tt0212985,1,6.8,278546
tt0213149,3,6.2,336490
tt0213203,0,6.1,12926
tt0213205,13,6.0,127
tt0213446,6,5.0,476
tt0213528,0,6.4,13
tt0213561,1,6.3,452
tt0213985,14,6.9,2615
tt0214032,2,5.9,59
tt0214277,0,6.2,279
tt0214388,8,5.8,23107
tt0214503,1,3.9,55
tt0214619,13,5.6,134
tt0214638,2,3.5,330
tt0214646,0,6.0,156
tt0214723,8,6.2,87
tt0214757,15,4.4,496
tt0214871,3,3.6,1606
tt0215129,0,6.5,171568
tt0215135,11,4.4,3557
tt0215139,7,6.0,486
tt0215232,0,4.9,243
tt0215516,13,6.2,1620
tt0215545,13,6.6,11799
tt0215679,8,6.2,497
tt0215750,3,7.6,265661
tt0216105,0,6.4,112
tt0216216,2,5.9,124017
tt0216250,6,6.2,55
tt0216279,7,6.0,536
tt0216584,0,5.5,3973
tt0216620,9,4.4,2366
tt0216669,6,6.3,99
tt0216772,3,4.1,1314
tt0216799,14,7.1,6513
tt0216841,0,4.1,1050
tt0216930,0,4.7,1770
tt0217031,15,4.8,394
tt0217107,1,3.8,707
tt0217355,4,5.7,4014
tt0217505,3,7.5,447158
tt0217630,8,5.3,29447
tt0217654,2,3.5,814
tt0217756,0,5.3,14649
tt0217758,3,5.2,628
tt0217780,12,3.0,140
tt0217802,3,4.3,228
tt0217869,4,7.3,421943
tt0217978,1,5.7,1540
tt0217979,1,3.4,691
tt0218000,14,6.2,656
tt0218032,0,5.3,195
tt0218053,2,3.1,231
tt0218126,15,3.6,455
tt0218141,4,5.9,1767
tt0218182,0,6.2,1701
tt0218298,13,5.7,611
tt0218533,14,6.7,2471
tt0218616,13,6.6,1299
tt0218619,9,3.9,9181
tt0218641,2,3.2,806
tt0218817,3,6.1,29648
tt0218839,0,7.4,63474
tt0218864,8,5.8,7248
tt0218922,4,6.0,57571
tt0218967,13,6.8,113055
tt0218978,8,5.6,104
tt0219171,1,6.0,2604
tt0219327,14,5.7,552
tt0219333,6,5.7,841
tt0219336,0,5.4,101
tt0219374,13,6.7,3992
tt0219400,8,5.4,6087
tt0219408,8,5.7,443
tt0219469,6,5.7,449
tt0219477,0,5.4,19
tt0219519,4,6.3,1604
tt0219653,12,4.9,34718
tt0219699,6,6.7,70691
tt0219756,15,5.6,101
tt0219822,13,6.4,18510
tt0219854,0,6.1,42843
tt0219878,0,5.1,47
tt0219957,1,4.9,308
tt0219965,13,6.5,68954
tt0220100,14,6.1,6902
tt0220343,1,5.4,1412
tt0220399,13,5.6,90
tt0220506,11,3.9,46128
tt0221027,5,7.5,263611
tt0221069,4,6.2,3538
tt0221073,5,7.1,39732
tt0221197,2,4.4,407
tt0221218,4,5.8,38225
tt0221431,6,4.8,467
tt0221563,15,6.0,1207
tt0221799,6,6.7,4443
tt0221837,6,6.2,285
tt0221838,14,6.8,2482
tt0221885,1,4.9,1157
tt0221889,13,5.8,3812
tt0222012,3,7.9,13222
tt0222293,4,6.7,2059
tt0222705,6,5.1,128
tt0222812,12,5.8,12371
tt0222850,7,6.9,7810
tt0223284,2,3.5,214
tt0223744,14,4.3,204
tt0223828,0,5.3,93
tt0223856,6,5.4,249
tt0223897,6,7.2,120372
tt0223954,6,6.0,2266
tt0224050,13,6.2,276
tt0224626,11,4.1,918
tt0225946,0,7.4,24
tt0226430,1,5.7,905
tt0226935,6,4.8,2176
tt0227005,13,6.3,18801
tt0227445,3,6.8,129711
tt0227538,2,5.6,119782
tt0227671,0,5.3,447
tt0228180,15,3.9,413
tt0228277,6,6.2,764
tt0228333,12,4.9,55647
tt0228720,0,4.0,285
tt0228750,1,6.3,57717
tt0228889,0,7.0,45
tt0228891,3,4.9,532
tt0228977,3,7.3,64
tt0229002,6,6.1,1185
tt0229003,6,4.8,560
tt0229021,13,5.7,336
tt0229061,0,2.9,20
tt0229211,6,5.1,190
tt0229260,12,4.0,38737
tt0229340,14,7.3,5256
tt0229362,2,3.7,377
tt0229513,0,5.4,13
tt0229942,6,5.4,94
tt0230025,13,6.4,2101
tt0230030,0,6.1,106610
tt0230291,2,4.5,175
tt0230308,5,6.9,65
tt0230325,10,6.5,66
tt0230600,9,7.6,371426
tt0230783,6,5.9,668
tt0230838,14,6.7,91528
tt0231001,6,6.8,4308
tt0231370,0,6.7,18
tt0231448,3,5.6,7593
tt0231775,0,5.4,24167
tt0231781,1,7.2,125
tt0232015,1,4.5,508
tt0232079,2,3.7,4667
tt0232500,15,6.8,390036
tt0233142,2,5.9,47380
tt0233367,0,0.0,0
tt0233469,1,5.5,75940
tt0233559,15,3.6,180
tt0233656,2,3.6,1421
tt0233954,13,5.7,202
tt0234000,2,6.9,15657
tt0234137,7,6.1,5576
tt0234215,2,7.2,599896
tt0234354,13,5.8,11355
tt0234393,6,6.2,361
tt0234407,6,6.8,831
tt0234570,13,5.9,981
tt0234652,11,2.8,1612
tt0234829,7,5.0,16208
tt0234853,7,6.7,7660
tt0235048,6,4.8,1026
tt0235280,2,2.8,1117
tt0235333,15,4.8,857
tt0235412,13,5.9,1158
tt0235737,4,7.0,31243
tt0236019,7,6.3,2228
tt0236026,15,4.1,160
tt0236034,8,6.4,1627
tt0236126,12,3.2,1209
tt0236157,14,6.5,4762
tt0236189,14,7.5,66
tt0236348,0,5.5,23648
tt0236474,6,5.6,171
tt0236493,0,6.1,109678
tt0236576,10,7.7,2087
tt0236640,14,6.2,18403
tt0236784,13,6.1,30026
tt0237572,4,6.8,61111
tt0237706,11,3.6,209
tt0238112,14,5.9,34872
tt0238137,1,5.5,2570
tt0238380,3,7.3,334771
tt0238387,0,7.1,56
tt0238546,6,5.2,57204
tt0238552,15,5.3,15057
tt0238627,1,5.1,773
tt0238743,13,4.8,120
tt0238924,13,6.9,13860
tt0238936,14,7.5,43303
tt0238948,2,5.4,8576
tt0238992,0,4.3,166
tt0239395,2,5.1,60457
tt0239467,0,5.2,712
tt0239509,14,6.2,692
tt0239792,0,4.9,133
tt0239948,8,5.8,41097
tt0239949,8,5.0,13426
tt0239986,8,6.4,6788
tt0240156,6,5.9,122
tt0240200,6,7.7,15036
tt0240388,0,8.0,18
tt0240402,14,5.8,5035
tt0240462,0,4.7,45848
tt0240510,3,6.5,34627
tt0240515,0,4.6,49370
tt0240772,15,7.7,581262
tt0240885,10,7.5,342
tt0240890,8,6.8,115521
tt0240900,8,5.3,14801
tt0240980,14,6.3,2448
tt0241025,6,6.2,22896
tt0241183,15,2.7,614
tt0241223,1,6.6,2900
tt0241303,14,7.3,194084
tt0241527,0,7.6,789201
tt0241760,0,5.8,36461
tt0241897,6,6.7,29
tt0242150,15,5.5,2599
tt0242193,5,6.9,38983
tt0242252,14,6.0,5417
tt0242264,0,6.5,57
tt0242339,0,7.4,11
tt0242423,0,5.5,141551
tt0242445,15,5.6,35900
tt0242508,13,4.8,4465
tt0242519,2,8.1,68127
tt0242527,1,6.2,47080
tt0242572,14,7.6,3252
tt0242587,3,7.1,10153
tt0242653,2,6.7,517929
tt0242821,0,6.8,45
tt0242888,14,6.5,8819
tt0242953,6,5.8,931
tt0242998,9,4.8,28722
tt0243017,6,7.7,64945
tt0243133,3,7.5,110897
tt0243155,7,6.8,248188
tt0243210,0,5.9,535
tt0243232,14,6.3,2341
tt0243328,10,6.1,18
tt0243415,3,5.2,569
tt0243554,15,6.3,3029
tt0243575,8,5.6,2468
tt0243595,14,6.1,2385
tt0243609,3,7.0,11169
tt0243655,8,6.5,58578
tt0243736,8,5.6,74218
tt0243885,15,3.6,560
tt0243892,0,5.9,87
tt0243904,6,5.6,562
tt0243907,2,5.1,792
tt0243931,8,6.2,7205
tt0244000,2,5.9,16789
tt0244094,8,6.2,947
tt0244095,3,4.8,45
tt0244196,15,5.1,950
tt0244244,15,6.5,189724
tt0244437,0,5.3,351
tt0244452,3,3.1,961
tt0244465,0,7.3,12
tt0244471,1,5.2,90
tt0244521,0,5.2,3140
tt0244709,14,5.8,1043
tt0244803,6,5.3,517
tt0245046,1,6.4,12764
tt0245090,14,6.7,3604
tt0245095,15,4.0,534
tt0245120,11,5.3,8867
tt0245171,6,6.4,4397
tt0245238,14,6.8,21489
tt0245294,15,6.0,821
tt0245317,7,5.9,243
tt0245341,0,5.4,646
tt0245356,6,3.6,1057
tt0245407,7,5.7,3854
tt0245479,7,4.9,1565
tt0245562,3,6.1,70478
tt0245573,14,5.9,3264
tt0245674,12,5.6,88984
tt0245686,13,5.9,57919
tt0245803,2,5.4,50978
tt0245825,8,4.7,3443
tt0245844,3,7.7,140177
tt0245891,2,5.7,1312
tt0246000,11,4.0,370
tt0246002,13,5.5,2323
tt0246037,3,6.2,409
tt0246072,14,6.4,883
tt0246108,14,4.3,413
tt0246124,12,4.2,126
tt0246157,6,4.6,178
tt0246404,1,6.4,3667
tt0246460,15,6.1,221716
tt0246464,15,6.4,21064
tt0246500,2,6.3,4751
tt0246578,4,8.0,807766
tt0246592,7,6.6,6744
tt0246628,14,6.7,3068
tt0246677,14,7.0,25917
tt0246894,2,3.1,28603
tt0246965,15,3.9,122
tt0246989,0,5.3,18905
tt0247133,0,5.2,194
tt0247199,6,7.1,39193
tt0247254,15,5.1,2138
tt0247311,0,5.1,28
tt0247425,3,7.4,41221
tt0247427,1,5.0,958
tt0247444,7,4.7,6804
tt0247512,7,6.7,307
tt0247638,8,6.4,150025
tt0247645,3,5.7,861
tt0247745,0,7.0,107008
tt0247786,6,4.5,98
tt0248124,6,6.0,57
tt0248126,14,7.4,51108
tt0248169,0,5.3,481
tt0248185,1,6.6,7302
tt0248640,15,4.5,3337
tt0248661,4,5.8,1340
tt0248667,5,6.7,101358
tt0248912,10,7.8,1824
tt0248974,15,5.1,123
tt0249082,13,4.4,653
tt0249172,6,6.0,354
tt0249462,6,7.7,136758
tt0249478,15,5.6,27824
tt0249511,15,4.2,150
tt0249516,2,1.3,11183
tt0249624,6,4.8,175
tt0249893,13,6.5,1729
tt0250023,2,6.0,43
tt0250081,7,6.8,17885
tt0250202,8,6.4,4866
tt0250214,1,4.2,211
tt0250224,14,6.4,25042
tt0250274,7,6.3,4857
tt0250310,0,4.7,13401
tt0250323,4,6.5,11756
tt0250347,13,5.7,3822
tt0250371,5,6.3,4519
tt0250468,4,5.4,18507
tt0250485,3,3.6,517
tt0250491,0,6.8,2252
tt0250494,8,6.4,223351
tt0250513,6,5.1,215
tt0250613,12,3.4,1775
tt0250617,6,5.8,2601
tt0250625,6,6.2,216
tt0250636,1,4.1,360
tt0250687,2,6.4,118257
tt0250690,14,5.2,2042
tt0250698,12,4.8,1960
tt0250704,0,0.0,0
tt0250716,0,6.6,919
tt0250720,2,5.3,9436
tt0250790,3,5.4,106
tt0250797,1,6.7,91419
tt0251054,8,5.0,88
tt0251057,1,4.9,454
tt0251075,0,6.1,130713
tt0251110,14,6.8,1718
tt0251114,6,6.3,53763
tt0251127,8,6.4,245312
tt0251160,1,7.1,136600
tt0251179,0,4.2,226
tt0251191,6,5.8,521
tt0251294,6,5.8,81
tt0251370,6,5.4,563
tt0251412,15,3.5,131
tt0251422,2,5.9,58
tt0251681,0,6.6,19
tt0251696,6,4.6,930
tt0251736,12,6.0,88060
tt0251744,13,5.6,641
tt0251756,2,6.1,1186
tt0251795,6,0.0,0
tt0251901,0,4.8,149
tt0252028,8,5.4,25947
tt0252076,7,5.3,91576
tt0252223,13,4.8,2687
tt0252225,13,6.3,296
tt0252266,15,4.4,452
tt0252299,13,6.7,24936
tt0252444,5,7.4,29252
tt0252445,6,6.5,90
tt0252480,6,7.0,10977
tt0252501,4,6.9,39496
tt0252503,3,6.5,37746
tt0252684,6,7.2,9792
tt0252866,0,6.4,259292
tt0252918,13,7.6,28
tt0252963,4,5.4,6060
tt0253056,3,3.7,243
tt0253104,7,5.7,60
tt0253126,2,6.1,3622
tt0253200,6,6.9,6313
tt0253474,5,8.5,838403
tt0253556,2,6.2,138764
tt0253688,0,5.0,260
tt0253754,2,6.4,80490
tt0253798,0,6.2,17881
tt0253840,8,5.8,1595
tt0253867,8,5.1,59893
tt0254099,7,6.3,8433
tt0254199,13,6.2,4962
tt0254226,15,5.4,235
tt0254252,15,5.1,769
tt0254284,13,4.9,232
tt0254334,1,5.3,3182
tt0254357,0,6.1,21
tt0254590,6,0.0,0
tt0254626,1,5.5,446
tt0254784,8,5.5,70
tt0255055,6,5.8,222
tt0255099,6,8.8,37
tt0255189,13,6.9,23
tt0255321,6,6.9,2623
tt0255432,14,6.2,475
tt0255655,6,5.8,93
tt0255702,12,5.2,1917
tt0255798,0,4.8,61123
tt0255819,14,6.4,15296
tt0255820,13,6.4,197
tt0256103,14,6.1,12513
tt0256155,2,3.2,1352
tt0256276,4,6.3,13447
tt0256359,6,6.5,4302
tt0256374,1,4.1,440
tt0256380,13,6.0,136283
tt0256415,8,6.2,115958
tt0256531,2,4.6,199
tt0257044,1,7.7,271711
tt0257076,2,6.0,149374
tt0257106,12,5.3,164621
tt0257360,6,7.2,129752
tt0257516,12,5.0,33565
tt0257568,2,4.5,32294
tt0257721,15,3.6,190
tt0257756,4,6.3,44324
tt0257818,6,4.5,138
tt0258000,1,6.8,283120
tt0258038,2,5.2,14585
tt0258062,0,8.3,12
tt0258068,1,7.0,28741
tt0258153,13,6.1,61154
tt0258273,7,6.7,7386
tt0258463,15,7.9,551450
tt0258470,8,5.7,33884
tt0258562,1,5.4,258
tt0258761,14,7.2,1998
tt0258816,4,6.5,6148
tt0259054,14,5.3,228
tt0259213,0,3.9,31
tt0259288,4,6.1,38978
tt0259324,15,5.2,242174
tt0259386,1,4.9,323
tt0259393,4,7.2,19795
tt0259442,15,5.1,1592
tt0259446,7,6.6,134628
tt0259484,3,7.0,13007
tt0259497,15,4.5,371
tt0259567,14,5.5,1385
tt0259711,8,6.9,271592
tt0259822,1,5.5,8687
tt0259835,0,4.9,13
tt0259929,0,5.3,2027
tt0260042,6,6.4,87
tt0260216,15,4.5,210
tt0260261,3,5.3,121
tt0260320,0,5.7,5190
