movie_id,cluster,rating,raters
tt0443680,5,7.5,184376
tt0443701,3,5.9,92174
tt0443706,4,7.7,549250
tt0444628,15,6.1,4605
tt0444653,0,6.8,35157
tt0444669,3,5.7,607
tt0444672,8,5.2,3843
tt0444682,11,5.6,43695
tt0444736,0,3.9,1219
tt0444781,13,5.4,5222
tt0444874,6,4.9,1115
tt0444913,3,6.1,2123
tt0445035,13,6.8,54
tt0445620,1,7.4,23440
tt0445922,6,7.3,111606
tt0445934,0,6.3,171196
tt0445935,15,6.0,10984
tt0445939,11,5.7,8796
tt0445946,3,5.6,25355
tt0445948,12,2.9,999
tt0445953,6,6.5,5585
tt0445968,6,7.1,35
tt0445990,5,7.0,72255
tt0446010,2,7.1,74
tt0446013,3,5.4,45065
tt0446027,0,4.3,254
tt0446029,2,7.5,432018
tt0446046,6,6.6,26048
tt0446085,0,8.6,15
tt0446439,14,5.7,362
tt0446602,6,5.8,288
tt0446676,13,5.3,4562
tt0446683,15,6.0,300
tt0446687,13,6.6,10888
tt0446717,10,8.4,67
tt0446725,14,4.6,653
tt0446750,5,6.4,3300
tt0446752,13,5.5,3445
tt0446755,14,7.4,93795
tt0446761,9,5.4,42
tt0447200,2,6.8,17
tt0447336,9,4.5,91
tt0447366,6,5.4,41
tt0447480,10,7.0,27
tt0447702,6,8.4,10
tt0447879,6,8.4,25
tt0447893,6,5.0,22
tt0447899,0,6.8,80
tt0447953,6,6.4,475
tt0447999,2,5.5,1246
tt0448011,2,6.2,237025
tt0448075,3,5.9,15601
tt0448115,2,7.0,344256
tt0448124,14,7.4,12917
tt0448128,0,5.9,284
tt0448134,15,7.2,253592
tt0448157,3,6.4,488033
tt0448166,13,6.4,2223
tt0448198,10,6.9,35
tt0448206,13,6.2,7658
tt0448253,3,3.6,74
tt0448564,1,5.7,6361
tt0448694,0,6.6,170028
tt0448993,6,6.3,2581
tt0449010,2,5.1,127513
tt0449018,6,6.5,2648
tt0449057,0,5.2,140
tt0449059,13,7.8,486898
tt0449061,14,6.4,23826
tt0449088,2,7.1,657455
tt0449089,0,5.6,61048
tt0449467,6,7.5,305830
tt0449471,11,4.5,8916
tt0449487,15,5.8,37739
tt0449488,1,5.1,157
tt0449519,12,2.1,336
tt0449994,3,7.5,33187
tt0449999,14,6.0,20486
tt0450061,10,6.3,30
tt0450232,1,6.6,131875
tt0450238,7,4.8,903
tt0450251,0,4.6,24
tt0450259,1,8.0,555369
tt0450314,3,5.9,64293
tt0450329,15,5.8,9
tt0450340,4,6.4,30697
tt0450345,9,3.7,68874
tt0450385,9,6.8,278138
tt0450405,2,5.8,46953
tt0450836,3,5.3,245
tt0450972,7,6.1,3510
tt0450995,3,5.7,46
tt0450997,6,4.7,706
tt0451039,2,4.6,23
tt0451060,12,4.1,288
tt0451069,6,5.0,2231
tt0451079,0,6.8,143061
tt0451082,8,5.1,296
tt0451106,8,4.6,516
tt0451142,12,3.9,351
tt0451157,10,8.0,13
tt0451164,11,4.3,584
tt0451166,7,5.7,547
tt0451187,9,4.1,3980
tt0451214,0,2.3,519
tt0451225,15,5.6,204
tt0451271,6,8.8,24
tt0451279,2,7.4,663923
tt0451631,3,7.4,4927
tt0451824,1,6.2,943
tt0452594,7,5.8,134284
tt0452598,0,5.5,60053
tt0452608,15,6.4,211421
tt0452623,4,7.6,276077
tt0452624,4,6.0,25476
tt0452625,8,5.6,91644
tt0452636,12,3.2,1068
tt0452637,4,5.5,100772
tt0452643,7,6.1,14413
tt0452660,13,6.5,4252
tt0452668,2,3.1,2487
tt0452681,0,4.8,40050
tt0452694,13,7.1,152841
tt0452701,1,4.2,226
tt0452702,11,6.2,102714
tt0453040,14,6.3,165
tt0453443,15,6.4,15
tt0453450,1,5.3,183
tt0453451,0,6.4,128161
tt0453467,2,7.1,314543
tt0453489,6,4.6,28
tt0453494,0,5.5,8494
tt0453501,7,5.9,96
tt0453543,12,3.2,333
tt0453548,14,6.8,12882
tt0453556,2,6.2,65580
tt0453560,1,3.7,952
tt0453562,5,7.5,96926
tt0453729,6,8.1,17189
tt0454082,12,4.6,28656
tt0454084,8,6.0,12282
tt0454224,9,4.9,6496
tt0454431,4,4.8,2182
tt0454433,6,4.9,61
tt0454602,1,6.2,777
tt0454776,5,7.4,25104
tt0454824,3,6.5,43288
tt0454841,11,6.4,174229
tt0454848,4,7.6,377360
tt0454864,9,5.5,9441
tt0454876,6,7.9,636398
tt0454879,1,5.7,2630
tt0454919,11,4.7,29768
tt0454921,5,8.0,518747
tt0454932,1,5.4,1414
tt0454941,3,6.5,452
tt0454945,8,6.3,162572
tt0454962,0,5.6,961
tt0454970,9,5.4,39306
tt0454987,0,5.9,25799
tt0455323,6,6.4,17500
tt0455362,12,5.1,13561
tt0455400,8,5.8,1350
tt0455407,12,6.5,123076
tt0455466,10,7.4,18
tt0455474,11,4.2,363
tt0455537,1,3.9,732
tt0455538,13,6.4,69984
tt0455581,10,7.5,336
tt0455584,15,5.8,4240
tt0455590,5,7.6,188487
tt0455612,7,5.2,11616
tt0455760,9,6.1,96337
tt0455782,13,6.8,25589
tt0455805,7,5.9,10016
tt0455824,14,6.6,126023
tt0455829,15,7.9,7828
tt0455857,11,5.1,46798
tt0455915,6,6.9,2626
tt0455942,6,5.5,17
tt0455944,15,7.2,376831
tt0455957,5,6.9,31080
tt0455958,13,6.1,4623
tt0455960,15,5.6,43935
tt0455961,12,3.7,1258
tt0455967,8,5.7,85005
tt0455981,6,6.0,213
tt0455988,13,5.5,476
tt0456014,0,2.2,5160
tt0456018,15,9.3,18
tt0456020,3,5.8,10200
tt0456123,0,6.8,5243
tt0456413,3,3.5,1536
tt0456554,0,6.9,84946
tt0457279,0,4.5,154
tt0457290,15,3.9,829
tt0457297,1,4.5,36391
tt0457302,6,5.9,586
tt0457303,0,4.1,497
tt0457308,14,6.2,2732
tt0457323,6,4.5,126
tt0457355,3,5.1,572
tt0457379,0,5.9,168
tt0457400,2,5.3,72489
tt0457419,0,6.2,46441
tt0457433,15,5.7,49023
tt0457475,2,4.5,752
tt0457495,2,5.1,24965
tt0457505,0,6.8,103
tt0457510,0,5.8,89127
tt0457513,0,6.6,85358
tt0457523,6,6.0,465
tt0457538,0,7.1,17
tt0457572,13,6.7,29517
tt0457939,8,6.9,297587
tt0458017,13,6.5,692
tt0458339,2,6.9,851135
tt0458352,13,6.9,426353
tt0458413,13,6.3,33780
tt0458449,8,4.9,1017
tt0458466,10,7.5,10
tt0458480,11,4.2,3618
tt0458481,15,6.5,164096
tt0458485,6,4.5,503
tt0458510,6,8.0,48
tt0458522,5,5.4,5081
tt0458525,2,6.5,509737
tt0459110,6,0.0,0
tt0459652,13,4.3,67
tt0460431,0,4.2,65
tt0460435,11,4.3,2671
tt0460541,13,7.1,805
tt0460721,8,6.3,1512
tt0460722,10,6.1,19
tt0460732,0,5.4,2735
tt0460745,7,6.6,32909
tt0460760,9,5.1,282
tt0460778,6,4.7,689
tt0460780,2,3.8,49612
tt0460796,15,3.6,458
tt0460800,11,3.2,810
tt0460808,4,4.4,823
tt0460809,6,8.6,24
tt0460810,13,6.4,14319
tt0460812,7,6.9,7957
tt0460829,4,6.8,58653
tt0460838,2,3.4,297
tt0460852,12,4.2,626
tt0460873,14,6.1,368
tt0460890,6,6.3,15464
tt0460902,1,4.3,1454
tt0460909,11,4.7,532
tt0460925,13,6.2,4920
tt0460943,6,5.3,125
tt0460989,6,7.5,51175
tt0461770,0,7.1,207884
tt0461936,15,7.1,38248
tt0462003,6,0.0,0
tt0462023,5,6.6,4240
tt0462193,12,4.1,1365
tt0462200,6,6.9,64577
tt0462215,6,5.5,180
tt0462218,15,7.8,34
tt0462219,13,5.9,4829
tt0462229,2,4.6,11883
tt0462230,6,5.7,211
tt0462232,1,4.8,396
tt0462239,4,7.9,30
tt0462244,0,3.2,17157
tt0462263,8,8.8,47
tt0462295,0,5.9,3494
tt0462298,12,3.2,382
tt0462302,6,4.9,245
tt0462308,12,2.4,147
tt0462322,11,7.5,186134
tt0462335,6,5.5,43311
tt0462338,13,6.7,16751
tt0462362,8,5.2,1585
tt0462365,0,7.0,11
tt0462392,13,4.7,892
tt0462395,8,3.4,13195
tt0462396,2,5.4,36210
tt0462401,2,5.3,113
tt0462409,0,3.4,236
tt0462421,6,6.0,222
tt0462465,2,6.2,76448
tt0462498,7,3.6,271
tt0462499,15,7.0,234834
tt0462504,5,7.3,107529
tt0462516,12,4.1,238
tt0462519,0,5.9,29913
tt0462573,14,7.2,256
tt0462579,7,5.8,1112
tt0462590,3,6.5,120908
tt0462611,3,3.4,249
tt0462679,6,5.6,203
tt0463027,1,4.7,3159
tt0463034,8,5.6,82278
tt0463311,1,3.3,424
tt0463854,2,6.9,279983
tt0463947,3,4.2,263
tt0463960,15,3.3,1838
tt0463963,0,5.4,852
tt0463984,0,4.4,337
tt0463998,5,7.6,80677
tt0464027,0,5.4,21
tt0464041,1,6.1,18506
tt0464051,0,4.6,742
tt0464061,7,5.7,4403
tt0464086,6,5.6,184
tt0464095,13,4.9,168
tt0464096,15,5.1,566
tt0464118,1,4.3,136
tt0464154,12,5.5,92830
tt0464160,7,6.9,11383
tt0464196,12,6.4,39487
tt0464320,3,3.9,3576
tt0465142,0,5.5,24917
tt0465234,2,6.5,241776
tt0465375,7,5.5,8363
tt0465430,12,6.1,12701
tt0465434,6,3.3,219
tt0465436,14,6.5,12198
tt0465440,3,4.9,642
tt0465461,13,5.9,701
tt0465494,15,6.2,172145
tt0465502,0,5.9,23700
tt0465538,4,7.2,168058
tt0465551,14,7.4,80276
tt0465580,15,6.1,112662
tt0465602,15,6.6,151599
tt0465624,8,5.2,65217
tt0465666,7,5.8,183
tt0465670,12,6.1,10006
tt0465760,6,0.0,0
tt0466342,8,2.8,60076
tt0466664,0,5.9,7515
tt0466665,14,5.5,1341
tt0466766,12,4.4,4517
tt0466771,0,5.4,3599
tt0466787,15,5.5,576
tt0466794,0,6.3,90
tt0466839,7,6.0,18588
tt0466857,14,6.8,35
tt0466893,6,6.5,17685
tt0466895,6,7.5,13
tt0466899,1,4.6,456
tt0466909,6,5.5,60161
tt0466928,10,8.0,24
tt0466943,0,5.7,396
tt0467110,2,4.7,21980
tt0467111,6,6.2,12
tt0467167,9,5.3,4326
tt0467197,3,5.3,127290
tt0467200,5,6.7,114722
tt0467406,13,7.5,527102
tt0468094,6,7.4,11381
tt0468463,14,5.9,931
tt0468489,6,7.1,88440
tt0468521,13,5.7,716
tt0468534,6,7.2,91
tt0468536,6,4.7,8339
tt0468548,6,6.3,872
tt0468569,3,9.0,2667724
tt0469043,6,7.0,35
tt0469045,1,5.4,1536
tt0469059,6,4.7,244
tt0469062,4,5.5,3785
tt0469066,1,5.7,57
tt0469104,6,6.2,242
tt0469151,6,5.0,182
tt0469184,7,6.6,5371
tt0469263,6,6.3,22874
tt0469318,15,5.3,4743
tt0469494,6,8.2,591998
tt0469589,10,7.6,800
tt0469623,6,7.1,29094
tt0469641,1,6.0,84832
tt0469689,13,6.0,3884
tt0469690,0,6.0,166
tt0469694,8,6.7,92
tt0469876,4,6.9,38
tt0469897,13,6.3,2797
tt0469903,5,7.2,22310
tt0469913,6,5.9,2440
tt0469925,3,7.0,82
tt0469976,6,4.4,965
tt0470000,6,5.0,8459
tt0470160,6,0.0,0
tt0470582,2,5.0,48
tt0470679,6,5.3,4239
tt0470705,1,6.1,35899
tt0470732,13,6.5,4187
tt0470737,13,5.9,470
tt0470752,1,7.7,551289
tt0470761,4,4.7,3398
tt0470765,0,6.3,15351
tt0470864,6,5.5,283
tt0470878,10,7.4,253
tt0470993,12,3.8,3293
tt0471005,3,5.9,696
tt0471009,6,6.7,1169
tt0471030,1,6.8,13243
tt0471037,6,3.8,205
tt0471041,15,6.0,35451
tt0471042,2,6.2,146301
tt0471454,0,6.8,8
tt0471565,14,6.1,510
tt0471930,13,5.9,629
tt0472033,2,7.0,141913
tt0472050,7,5.7,4205
tt0472062,13,7.0,119843
tt0472071,14,5.8,10275
tt0472096,1,4.8,279
tt0472102,6,5.3,13
tt0472115,10,7.5,292
tt0472118,13,4.5,904
tt0472126,6,6.8,1662
tt0472160,8,6.7,64182
tt0472186,12,3.7,398
tt0472198,5,6.7,44455
tt0472205,8,6.2,4970
tt0472259,1,6.0,4124
tt0472267,10,6.3,25
tt0472268,6,7.0,5444
tt0472399,15,6.5,163004
tt0472582,6,6.8,7232
tt0473015,0,5.3,526
tt0473024,2,2.1,9226
tt0473075,2,6.6,292830
tt0473102,13,6.9,3847
tt0473174,8,6.3,1499
tt0473267,9,5.3,6466
tt0473308,7,7.0,47225
tt0473342,0,4.7,321
tt0473348,12,4.0,1352
tt0473356,4,5.7,11663
tt0473360,6,5.8,33213
tt0473364,15,4.9,2142
tt0473365,3,4.3,199
tt0473398,15,5.0,462
tt0473435,3,5.9,600
tt0473464,1,5.4,2770
tt0473488,3,6.9,26069
tt0473500,8,5.2,708
tt0473700,14,5.8,3016
tt0473705,4,7.1,154369
tt0473709,13,6.5,5851
tt0474819,1,0.0,0
tt0474865,6,6.1,387
tt0474904,15,7.9,13
tt0475217,6,3.8,1358
tt0475228,15,5.4,1214
tt0475240,0,6.9,16
tt0475243,6,5.6,673
tt0475252,7,5.5,3033
tt0475255,6,5.6,452
tt0475271,14,6.5,1436
tt0475276,3,7.6,107594
tt0475283,9,4.8,115
tt0475290,13,6.3,137009
tt0475298,12,4.1,3051
tt0475306,2,4.3,57
tt0475330,8,5.5,538
tt0475380,7,6.0,5834
tt0475390,13,5.7,675
tt0475394,2,6.6,147050
tt0475397,10,7.4,37
tt0475411,0,0.0,0
tt0475414,15,7.2,21
tt0475417,9,4.0,3803
tt0475735,2,5.1,718
tt0475936,8,3.6,214
tt0475944,2,5.1,50322
tt0475947,1,8.2,18
tt0475970,12,2.5,791
tt0475984,13,6.4,8099
tt0476007,6,5.4,89
tt0476023,0,5.7,118
tt0476479,12,4.1,36
tt0476540,11,4.3,508
tt0476649,12,5.4,2236
tt0476657,0,6.6,84
tt0476762,3,4.1,882
tt0476958,9,4.9,11924
tt0476964,3,6.7,61708
tt0476982,12,4.5,23
tt0476995,2,5.5,6071
tt0477003,0,7.5,7
tt0477029,6,7.4,72
tt0477050,6,5.0,189
tt0477051,8,4.1,75699
tt0477071,4,5.9,79566
tt0477078,13,6.6,13462
tt0477080,15,6.8,199827
tt0477095,7,6.7,24126
tt0477139,13,7.2,56490
tt0477302,4,6.9,102970
tt0477347,0,6.4,354553
tt0477348,1,8.2,981600
tt0477640,13,4.2,88
tt0478033,1,6.3,108
tt0478087,3,6.8,255254
tt0478134,4,7.2,73521
tt0478135,12,3.0,935
tt0478149,15,5.4,861
tt0478188,2,2.4,1916
tt0478216,11,4.0,2407
tt0478237,6,5.6,399
tt0478273,6,5.4,464
tt0478274,0,8.2,24
tt0478304,6,6.8,178874
tt0478305,12,3.9,926
tt0478311,8,6.9,372932
tt0478970,2,7.3,673028
tt0478984,0,6.9,205
tt0479071,15,7.0,17
tt0479074,13,5.1,704
tt0479140,6,4.9,752
tt0479143,3,7.1,219283
tt0479162,13,6.8,5730
tt0479178,15,7.2,81
tt0479204,11,4.0,462
tt0479219,12,4.2,926
tt0479263,8,6.2,121
tt0479275,13,5.8,514
tt0479289,13,6.5,5170
tt0479298,10,0.0,0
tt0479341,6,6.2,4280
tt0479500,0,5.9,20803
tt0479528,3,6.2,31377
tt0479537,1,6.6,32412
tt0479751,3,7.5,20320
tt0479873,6,4.1,97
tt0479884,15,6.9,252608
tt0479914,13,4.6,627
tt0479925,8,2.9,149
tt0479948,15,3.9,1949
tt0479952,0,6.6,231839
tt0479965,6,6.5,1470
tt0479968,9,4.0,32753
tt0479997,2,5.4,95283
tt0479999,0,5.6,74
tt0480001,6,6.4,623
tt0480025,3,7.7,123778
tt0480050,6,7.0,27
tt0480053,14,5.8,593
tt0480242,7,6.8,104086
tt0480249,3,7.2,766160
tt0480251,8,6.4,2384
tt0480255,2,6.2,103532
tt0480268,7,5.7,936
tt0480269,6,6.8,13739
tt0480687,8,5.9,127301
tt0480821,1,5.1,179
tt0481141,7,6.3,76005
tt0481222,10,7.1,554
tt0481301,15,7.3,28
tt0481369,15,6.4,205083
tt0481499,0,7.2,218406
tt0481512,0,8.3,40
tt0481517,6,5.0,168
tt0481519,1,5.0,364
tt0481536,0,6.5,138693
tt0481543,11,3.4,226
tt0481544,3,4.2,590
tt0481561,6,3.8,216
tt0481583,13,6.0,640
tt0481797,4,6.1,13754
tt0482458,10,0.0,0
tt0482461,7,5.8,4374
tt0482463,14,7.1,10743
tt0482527,8,6.2,41694
tt0482531,1,3.8,63
tt0482546,14,7.0,30545
tt0482571,4,8.5,1341245
tt0482572,1,6.6,61769
tt0482582,6,4.4,154
tt0482593,6,6.9,24
tt0482603,0,4.5,11983
tt0482606,9,6.1,133837
tt0482629,14,7.3,19424
tt0482957,1,5.7,2146
tt0482961,8,5.5,279
tt0483184,15,6.6,356
tt0483586,0,6.3,919
tt0483607,15,5.9,78067
tt0483722,0,6.6,152
tt0483726,7,6.2,33812
tt0483753,12,6.7,11
tt0483756,13,6.2,5969
tt0483789,3,7.0,177
tt0483796,13,5.1,411
tt0483812,6,6.3,1847
tt0483839,13,0.0,0
tt0484111,13,5.8,8596
tt0484207,13,3.5,1879
tt0484224,6,5.1,596
tt0484382,15,6.1,3317
tt0484426,15,6.5,13
tt0484562,6,4.7,15558
tt0484740,14,6.4,23530
tt0484831,0,4.5,1640
tt0484905,6,4.2,6610
tt0485185,7,4.5,658
tt0485376,11,4.9,2657
tt0485601,0,7.6,36266
tt0485675,13,4.4,292
tt0485782,12,2.7,356
tt0485851,1,6.7,34441
tt0485927,13,5.9,700
tt0485947,14,7.8,236207
tt0485985,3,5.9,36066
tt0485997,0,0.0,0
tt0486021,6,6.2,122
tt0486028,9,4.9,4598
tt0486029,6,6.0,127
tt0486051,6,5.8,23830
tt0486192,6,6.3,281
tt0486544,10,5.5,1236
tt0486546,0,8.3,36
tt0486561,6,6.1,47
tt0486569,2,3.8,1038
tt0486572,0,6.2,3344
tt0486578,13,4.5,11125
tt0486583,0,5.6,45426
tt0486611,13,4.3,277
tt0486615,6,5.4,4793
tt0486620,13,5.4,54
tt0486622,6,7.2,77
tt0486628,6,5.9,352
tt0486639,4,4.8,104
tt0486640,2,4.4,23482
tt0486650,9,5.7,31
tt0486652,9,3.9,1493
tt0486655,0,7.6,275200
tt0486665,0,5.9,827
tt0486674,13,5.6,27829
tt0486822,4,6.8,238170
tt0486946,2,5.8,120053
tt0487022,10,8.9,22
tt0487078,10,9.0,45
tt0487144,13,4.9,291
tt0487195,13,6.1,2756
tt0487882,6,6.4,17
tt0487928,15,4.8,5884
tt0487958,3,5.4,73
tt0488085,15,6.7,31098
tt0488120,1,7.2,208612
tt0488151,6,4.9,465
tt0488164,11,3.0,1817
tt0488349,14,5.2,1044
tt0488374,6,6.7,680
tt0488380,14,6.5,4737
tt0488508,10,6.9,1899
tt0488535,7,6.1,1525
tt0488539,0,4.0,4941
tt0488604,9,6.1,29636
tt0488612,1,5.0,418
tt0488798,13,7.0,23315
tt0488831,0,6.3,39
tt0488928,6,4.7,806
tt0488962,2,5.2,2692
tt0488988,5,5.6,11239
tt0488997,3,3.2,133
tt0489010,15,5.6,2081
tt0489017,15,3.8,198
tt0489037,10,7.6,12597
tt0489048,3,4.7,290
tt0489049,0,6.5,59461
tt0489085,0,5.4,2863
tt0489099,2,6.1,310097
tt0489210,0,2.1,575
tt0489212,0,6.0,948
tt0489215,4,6.1,36
tt0489225,13,7.0,1699
tt0489237,7,6.2,60915
tt0489247,10,7.3,1512
tt0489249,6,8.4,9
tt0489270,9,6.2,196840
tt0489281,6,6.4,20498
tt0489282,0,5.2,22168
tt0489286,12,4.6,868
tt0489337,6,7.9,31
tt0489486,0,3.9,1886
tt0489563,2,6.1,26
tt0489853,0,5.4,347
tt0490075,15,4.9,382
tt0490076,9,5.5,33706
tt0490084,8,5.5,39031
tt0490086,2,6.1,45374
tt0490087,3,6.9,309
tt0490181,2,5.2,26663
tt0490196,0,3.3,9145
tt0490199,13,6.9,68
tt0490204,6,7.4,97557
tt0490215,6,7.1,114891
tt0490236,11,4.1,317
tt0490240,12,3.1,842
tt0490469,3,3.3,237
tt0490499,13,5.8,1406
tt0490527,12,4.0,955
tt0490579,7,6.6,7090
tt0490847,3,5.1,72
tt0490851,6,7.7,29
tt0490875,12,4.3,39
tt0491005,11,4.3,2536
tt0491027,0,4.1,139
tt0491082,6,8.0,25
tt0491109,7,6.4,3336
tt0491139,12,6.6,47
tt0491145,11,4.8,2568
tt0491152,7,5.8,63188
tt0491162,1,6.3,3818
tt0491166,11,3.0,468
tt0491175,13,5.8,45174
tt0491203,14,6.2,21681
tt0491211,0,4.4,1109
tt0491698,10,6.5,285
tt0491775,13,7.1,3228
tt0492044,4,5.8,63028
tt0492060,10,7.5,230
tt0492389,0,3.8,17474
tt0492481,8,6.0,2462
tt0492486,9,4.6,17105
tt0492881,2,4.5,1292
tt0492884,10,0.0,0
tt0492890,3,4.8,601
tt0492896,13,7.0,2139
tt0492913,6,7.7,16
tt0492956,0,6.2,75194
tt0493076,5,5.4,2905
tt0493118,15,4.5,334
tt0493386,0,4.0,169
tt0493393,6,8.1,4229
tt0493395,6,6.2,493
tt0493402,1,5.1,3991
tt0493404,11,3.5,3323
tt0493405,2,6.0,48857
tt0493406,3,6.3,191
tt0493407,0,4.1,1065
tt0493409,2,4.6,1180
tt0493417,2,3.5,2120
tt0493419,15,4.5,388
tt0493421,7,5.9,590
tt0493439,1,5.3,1563
tt0493447,0,4.4,113
tt0493451,11,5.6,4273
tt0493456,11,4.1,287
tt0493464,15,6.7,393427
tt0493949,13,6.5,19214
tt0494199,11,4.4,3557
tt0494206,2,3.3,1203
tt0494222,8,6.7,25191
tt0494229,6,7.1,26
tt0494238,0,6.1,79333
tt0494249,15,2.9,855
tt0494277,7,6.2,5434
tt0494279,0,4.0,398
tt0494652,8,5.5,15037
tt0494746,11,3.5,828
tt0494834,14,5.8,11508
tt0494864,1,5.5,7978
tt0495026,6,6.4,321
tt0495032,3,7.2,6319
tt0495036,4,4.8,242
tt0495621,14,5.9,21
tt0496319,14,6.0,2836
tt0496342,3,5.9,71
tt0496375,2,3.7,1428
tt0496436,6,5.7,13357
tt0496634,5,6.2,8336
tt0496673,13,5.8,727
tt0496693,14,7.3,78
tt0496806,15,6.9,351364
tt0497316,6,5.5,1784
tt0497323,11,5.4,9476
tt0497333,6,0.0,0
tt0497339,0,6.1,31
tt0497365,1,6.8,1027
tt0497373,9,3.8,752
tt0497401,13,6.2,134
tt0497432,12,4.2,1936
tt0497465,7,7.1,258807
tt0497470,3,4.8,629
tt0497520,12,4.9,27
tt0497611,0,7.4,79
tt0497972,13,5.9,11339
tt0498351,0,4.0,666
tt0498353,12,5.5,91861
tt0498358,15,3.7,347
tt0498361,0,6.4,1149
tt0498362,10,8.4,24
tt0498368,0,6.9,88
tt0498380,3,7.9,164442
tt0498381,4,4.5,41445
tt0498399,3,6.8,90118
tt0498480,8,6.8,144
tt0499075,1,5.0,37
tt0499097,15,5.8,59560
tt0499375,6,7.7,24174
tt0499448,2,6.5,214093
tt0499464,12,2.7,997
tt0499484,1,5.7,1997
tt0499501,8,7.1,60
tt0499549,2,7.9,1314267
tt0499556,15,6.2,92988
tt0499570,13,4.8,4817
tt0499596,6,6.4,2849
tt0499603,13,6.5,15623
tt0499606,6,2.9,273
tt0499608,14,5.7,51
tt0499672,0,2.8,161
tt0756206,6,4.9,910
tt0756621,13,6.4,212
tt0756672,9,5.5,3254
tt0756677,6,6.3,72
tt0756683,4,7.9,189792
tt0756690,6,5.4,125
tt0756703,6,2.9,4766
tt0756725,6,7.1,1093
tt0756729,13,6.0,6450
tt0757361,13,6.0,20654
tt0757953,12,5.3,100
tt0758017,3,6.1,1222
tt0758734,7,7.5,82
tt0758739,6,6.9,60
tt0758747,13,6.3,77
tt0758752,7,6.7,207290
tt0758753,13,4.8,825
tt0758758,5,8.1,627582
tt0758764,6,6.8,600
tt0758766,8,6.5,104300
tt0758771,3,5.7,12625
tt0758773,6,6.6,8
tt0758774,1,7.0,231152
tt0758781,12,3.1,7085
tt0758784,14,6.9,3260
tt0758786,13,6.5,9954
tt0758794,6,7.0,62637
tt0758798,13,6.2,4328
tt0760157,6,2.9,763
tt0760169,12,3.3,384
tt0760173,13,6.4,176
tt0760180,1,7.0,38
tt0760187,12,5.0,6138
tt0760188,6,6.4,4622
tt0760311,1,6.7,22766
tt0760329,0,6.4,41658
tt0762091,0,4.3,133
tt0762104,0,6.0,6067
tt0762105,8,4.7,8592
tt0762107,8,5.9,149172
tt0762108,15,4.3,143
tt0762114,8,5.2,39778
tt0762115,15,3.8,1744
tt0762121,6,6.8,11938
tt0762125,0,6.0,56203
tt0762137,2,4.9,1355
tt0762138,7,5.6,12205
tt0762145,4,4.9,916
tt0763304,0,2.8,5213
tt0763831,13,5.8,43322
tt0763840,3,5.6,11033
tt0763847,7,4.7,291
tt0763852,10,7.9,709
tt0764219,2,6.4,11
tt0765010,1,7.1,131383
tt0765120,14,6.6,55073
tt0765429,5,7.8,430746
tt0765439,1,4.9,375
tt0765443,1,7.6,246794
tt0765446,0,5.8,26076
tt0765447,14,6.4,13746
tt0765451,6,6.9,2614
tt0765460,1,5.3,653
tt0765465,0,4.9,473
tt0765476,0,5.1,41904
tt0765477,14,0.0,0
tt0765478,15,6.8,65
tt0765487,9,4.8,2838
tt0768183,6,5.9,2886
tt0768212,3,6.2,21770
tt0768218,13,5.4,3360
tt0768222,9,5.3,6116
tt0768239,6,6.9,1361
tt0770214,13,6.8,3562
tt0770703,8,6.0,82316
tt0770728,6,6.5,38
tt0770736,0,5.9,88
tt0770752,2,5.7,81118
tt0770772,7,5.5,17206
tt0770778,1,3.9,534
tt0770828,2,7.1,776640
tt0772152,12,3.6,2561
tt0772157,7,6.3,6901
tt0772158,6,6.1,63
tt0772168,6,6.7,9496
tt0772175,15,5.7,133
tt0772178,0,4.6,7235
tt0772179,11,4.4,124
tt0772193,2,4.8,14333
tt0772762,3,6.0,39
tt0773296,6,4.9,39
tt0775418,13,6.2,90
tt0775440,2,4.4,28660
tt0775529,13,7.1,37828
tt0775539,14,5.4,25932
tt0775543,14,6.2,1732
tt0778661,14,5.8,7840
tt0780471,0,0.0,0
tt0780484,2,5.5,234
tt0780486,7,5.9,2391
tt0780492,6,6.5,1065
tt0780500,2,4.5,683
tt0780504,3,7.8,649237
tt0780511,6,7.1,62350
tt0780516,1,6.7,25250
tt0780521,0,7.1,149170
tt0780530,6,4.5,345
tt0780534,8,5.2,11967
tt0780536,13,7.9,435040
tt0780548,0,6.4,10159
tt0780567,13,5.6,15182
tt0780571,1,7.3,152037
tt0780583,12,5.1,9331
tt0780591,12,2.1,180
tt0780595,2,4.0,8886
tt0780600,8,8.1,43
tt0780608,0,5.8,18069
tt0780622,12,5.4,44512
tt0780653,6,5.8,108088
tt0783233,4,7.8,282382
tt0783238,4,6.6,15614
tt0783492,12,2.8,906
tt0783515,6,6.5,5152
tt0783565,6,5.2,214
tt0783608,4,5.8,5706
tt0783640,6,6.8,12360
tt0783767,14,5.8,5489
tt0784962,0,4.3,1121
tt0784972,0,5.3,11251
tt0784984,12,4.4,99
tt0785006,0,5.4,23923
tt0785007,8,5.2,24973
tt0785012,14,5.7,2514
tt0785016,15,4.1,697
tt0787442,4,7.1,4365
tt0787462,14,7.1,5636
tt0787470,0,5.4,10101
tt0787474,0,6.8,59008
tt0787475,0,6.7,88520
tt0787515,3,5.1,1608
tt0787524,5,7.2,58470
tt0790590,15,5.6,6511
tt0790604,0,5.0,30436
tt0790612,13,6.2,698
tt0790627,13,5.4,3549
